Username,Location,Date,Reviews,Rating,Review Titles
Bernice Palma,US,2021-08-28T01:15:10.000Z,I checked several insurance providers prior to my trip from Canada to the US. NotOnly did HeyMondo provide the best overall coverage (which included coverage for COVID-19) their price was the best as well. Since I was going to be gone more than the original 90 days offered for long term they allow you to top up with extra time without having to return to Canada first.That fellow travellers is why I gave HeyMondo a 5 Star rating.,5,We were happy to discover you and think…
john,US,2021-08-28T00:55:49.000Z,"Great to have the mobile app available to check terms, statuses, and understand my coverage.  Being able to submit claims and supporting documents on the mobile app is also the functionality that I was seeking in a travel provider.Good work!",4,It was easy to get a quote and sign up…
Petra M,NL,2021-08-26T20:22:41.000Z,Children friendly system allowing clients to quickly get a quote and purchase.,5,Fast and easy to get.
Temitope Akintolayo,US,2021-08-26T14:51:00.000Z,Very good customer care when ordering insurance.,5,I'm impressed and satisfied 💯
Kasidid Ruksakiet,HU,2021-08-25T23:46:09.000Z,"Easy, clear overview, no unnecessary clicks, user friendly navigation",5,EASY and FAST purchase.
Brian R,US,2021-08-24T21:57:44.000Z,"It was simple enough to book the insurance and pay for it. We haven't travelled yet though, so we haven't had to claim or anything.",5,Travel policy including covid 19 coverage issues
Frode,NO,2021-08-24T07:45:53.000Z,Very simple sign up - simple and clear policy and useful app after receiving policy. Great service.,5,Easy too understand
M.R.,CA,2021-08-24T03:26:14.000Z,I found the website very easy to navigate.  The price was reasonable.,5,Hopefully we don't need to use the…
Ms L Sommerhuber,GB,2021-08-23T23:32:57.000Z,Your website easy easy to get information from and also easy to buy the option you determine is best for you.,5,Customer Service helped me to extend expired policy
�se Nina Anett Moland,NO,2021-08-23T15:56:46.000Z,"Quick, easy, painless – – took me all of three minutes to choose a policy and pay for it, and receive the confirmation in my email. And the price was competitive with other websites I looked at.",5,Easy too fine
Gilbert Selm Pitcher,CA,2021-08-23T15:40:29.000Z,"I was referred to Hey Mondo from my long time Australian travel insurer that was no longer able to extend our policy due to their underwriter changing rules. Have only just purchased Hey Mondo policy but ease of purchase was definitely 5* and also correspondence from agents fast and polite.Hopefully will not have to claim, policy was really for ease of mind in these horrible times, I will update if I do.",5,Only good to say.
Michael Haughton,GB,2021-08-21T10:12:51.000Z,Fantastic customer service .Second time i have used them really happy with their service,4,Good price
Martin Whitehead,GB,2021-08-21T04:07:08.000Z,"Second policy I have taken out. Questions are answered by email, never been able to do live chat. App shows policies and link to help. Being able to purchase and extended when travelling is helpfully as well as buying cover by the months as needed helps budget. No claim to date so only committing on set up and Heymondo answering questions.",5,A very easy process to sign up and I…
John K,US,2021-08-21T03:49:53.000Z,No information regarding young childrenAnd link to app not clear and doesn’t seem to be working.It’s asking me for my passport number and password. But I do t have a password yet.,5,Great Customer Service Pre-sale Responses
Jocelyn Kotchie,AU,2021-08-20T14:51:52.000Z,"Clear website, good terms and reasonable price.",5,Great Customer Service
Heiderose Schmid,CA,2021-08-20T10:11:00.000Z,Heymondo responded very quickly when I had any questions. Although I didn't need to claim I will be using them again.,5,Easy and quick to set up Heymondo…
spark,AU,2021-08-20T02:23:43.000Z,"you application on the phone works fine, however on the pc browser using chrome, its impossible to request q quote cause it keep giving an error  message. Also the link for the reveive quote does not show when using the pc, even if I copy and paste it into the browser, however it works fine using the it on the phone.",5,very easy processs
Stephen Freeborn,DE,2021-08-19T18:01:42.000Z,Thank you very much . It was very fast . I hope everything will go ok with your insurance :),5,Works.
DJSlay,US,2021-08-19T01:58:35.000Z,"Very good, app for Android would be Nice to have.",5,The ability to obtain a policy quick coverage
Sue Walter,GB,2021-08-18T14:54:30.000Z,I haven't used it yet but signing up was a breeze and price and value is outstanding.,5,Heymondo was recommended to me by a…
Cassandra R.,CA,2021-08-17T15:26:21.000Z,Quick responseHelpfulPolite,5,Great response time
Adrienne S,US,2021-08-17T13:34:39.000Z,Ease in purchasing and reasonably priced. i haven't actually had to use it so can't comment on that.,5,Excellent coverage easy to order
Issa Mabrouk,US,2021-08-17T01:29:51.000Z,Very easy process. Clear choices and policy info.Hopefully we don’t need to use the policy but nice peace of mind to know we have it.,5,Easy to purchase
John Conley,CA,2021-08-17T01:12:12.000Z,The response to my email was prompt and clear. However I had tried several times prior to email to contact via the app with no luck.,5,Easy to fill out the application
Oliver ,IE,2021-08-16T13:01:33.000Z,Effortless and Straight to the point. Forget those comparison sites.,5,Quick easy and insurance that covers…
BWM,GB,2021-08-13T17:59:59.000Z,Very helpful and a good service. Only problem was the website reverting to my orihinal dates applied for and not allowing me to enter new dates,5,purchasing was easy and straightforward
Helbert Ardila,CO,2021-08-13T04:12:52.000Z,good insurance policy that is competitive. i had an accident/injury on my trip and mondo covered the hospital bill directly with the hospital.  great service.  im glad i got the insurance.,1,Horrible service
Maria Jose Terre,KE,2021-08-12T14:28:21.000Z,"I have recently purchased Covid-19 Travel Insurance for an impending trip to Thailand. The online application was very 'user friendly', which has greatly assisted myself - Thanks Team for the help!!",2,Not very helpful when you need assitance
Lenka Cizkova,CA,2021-08-12T04:52:55.000Z,simply briliant - easy and fast. Thank you!,5,Great policies
Oksana Bakhtina,PT,2021-08-11T20:17:18.000Z,Easy to sign up and the app is very convenient.,5,very efficient
H.Doherty,CA,2021-08-11T15:43:58.000Z,Not easy to use on the first time out. Good response to cancellations,5,Hopefully we never need to use this
Julia,IT,2021-08-11T10:36:26.000Z,The website was simple to use and the price was right without all the inconvenient rules of other providers.  Covid coverage included.  Hopefully never have to collect and not sure how honest they are. Ya never know.,5,Good price and service
PRASANNA,SA,2021-08-11T06:59:13.000Z,"This was the easiest and most simple application I have ever filled out for travel insurance.  On top of that, the pricing is incredible and the coverage is amazing!!  Will be my new go to for sure!",5,Simple and easy process to purchase the…
Alaska hiker,US,2021-08-10T18:45:55.000Z,Sent an email with a question and the answer was supplied within the hour. The purchasing of the policy was an easy procedure as well!,5,Responsive and courteous
David Scott,CA,2021-08-10T16:32:38.000Z,"They make it easy to renew while on a trip via their app. Have not yet used the insurance, thankfully, but prior experience with AXA the underwriter of my policy has been stellar.",5,Awesome customer service!
LEANNE TAINSH,CA,2021-08-10T04:34:07.000Z,"I can only value HeyMondo for my initial experience on getting a travel insurance, as I have not travelled yet, so I wouldn't know if their customer service is good now and I really hope not to contact them during my journey!!! However, I have been all day looking for travel insurances and I might say that before finding HeyMondo I have tried a lot of other insurance providers and I have finally chosen this one even though was not the cheapest one because:> information was super clear> coverage was good and fit for my trip purposes> process very easy, no hassles, straight and direct> their online system works!!!",5,So easy and comforting to have such a…
Jasper,CA,2021-08-09T20:07:00.000Z,Easy to use. Very clear. Competitive price. Recommended,4,Good claim experience.
Valued Customer,GB,2021-08-09T18:25:06.000Z,As I was doing the check in for a flight to Chile I found out about the requirement to have an insurance policy with covid-19 coverage. In a couple of minutes I got it done online and was able to produce the certificate on my smartphone both at the boarding gate and on arrival.Quick and convenient.,5,Good website easy to use
